Term or Phrase,Date,Time,User,User Affiliation,Media Platform,Link to Post,Post Text,Screenshot,Image,Linked Media,Likes,Comments,Shares,Antisemitic (Y/N),Hateful,Violent,Offensive,Negative,Homophobic,Transphobic,Racist,Misogynistic,Xenophobic,Trope Classification,Primary Coder,Coder 2,Coder 3,Notes
Jewish Communist,01/10/23,,Anonymous,,Telegram,https://t.me/realjaredhowe/7077,"https://t.me/strikerunfiltered/842 It's incredible that Striker can just lie through his teeth like this. Of course, he does it to run cover for his fellow Socialists. Regarding ""Conventional Marxism"" - Marx and Engels believed everything that modern Leftists believe; destroying family, religion, nation, and traditional culture. They'd be campaigning for trans rights if they were alive today. And the USSR did not create ""sterile offspring,"" the poisons it spewed have spread like cancer in the West. Communists from Germany and the USSR moved to America en masse and founded Western Marxism, which infests all Western institutions today and is the operating system of the New Left (combined with Postmodernism, a derivative of Western Marxism that originated the bullshit term ""problematic""). The founding father of ""scientific"" race denialism, Franz Boas (who loved the USSR), was mentored by his Marxist uncle, who was a personal friend of Marx and Engels. The FDR New Deal regime, which played a big part in founding the United Nations, was full of Soviet spies. One major architect of the IMF, Harry Dexter White, was a Soviet spy (the other was JM Keynes). The CCP was co-founded by Soviet officials; Grigori Viotinsky was sent to establish Communist parties in East Asia. According to the Jewish Daily Forward, ""85 to 90% of the foreigners helping the Chinese at the time of the Communist takeover were Jewish"" ‚Äî Communist Party members originally from the USSR/Russia and the West. The USSR also played a leading role in 20th Century anti-colonial wars, arming, funding, and training Socialist revolutionaries in the Third World. I'd love this asshole to tell my family in South Africa that the Communists dindu nuffin. You could be forgiven for thinking that Striker is just a retard with shit takes, but that is not the case. He is a liar with an agenda to push: rehabilitating the cancer known as Socialism. He is also Latinx, so out of natural ethnic resentment, he blames Anglo-Saxon Classical Liberals (you know, those racist eugenicists who believed in segregation and White only immigration?) for the actions of the Jewish Communists who deposed them, which began in 1920s academia.",JewishCommunist_37,,,,,,Y,0.431,0.388,0.515,0.837,0,1,0,0,0,1,coder 2,coder 1,coder 3 ,
Jewish Communist,01/10/23,,Anonymous,,4chan,https://boards.4chan.org/pol/thread/411674982#p411674982,"Why has every larping historian normie heard about the rise to power of the nazis in Germany and the totalitarian rule and Jewish pogroms that followed, but nearly none of them about the 1918 Jewish-Communist Revolution?",JewishCommunist_38,http://i.4cdn.org/pol/Screenshot7.jpg,,,,,N,0.373,0.069,0.49,0.943,0,0,0,0,0,,coder 2,coder 1,coder 3 ,
Jewish Communist,01/10/23,,Anonymous,,4chan,https://boards.4chan.org/pol/thread/411601418#p411603159,"Other articleshttps://iaindavis.com/multipolar-world-order-part-1/https://iaindavis.com/multipolar-world-order-part-2/https://iaindavis.com/multipolar-world-order-part-3/https://iaindavis.com/multipolar-world-order-part-4/WEF, Putin & Xi working to Dugin's Multipolar Eurasian plan (Global Jewish-communist slavery)https://archive.is/Xq4eSChabad plan to annexe all Western Europe & destroy Western civilization in pre-planned WW3https://joshf731.substack.com/p/chabad-plan-to-annexe-all-western",JewishCommunist_39,http://i.4cdn.org/pol/1671509894279734.png,,,,,Y,0.409,0.362,0.434,0.948,0,0,0,0,0,1,coder 2,coder 1,coder 3 ,
Jewish Communist,01/12/23,,Anonymous,,Patriots,"https://communities.win/c/TheDonald/p/16Zqmvykoo/if-you‚Äôre-a-christian,-then-this-will-provide-knowledge,-history-&-hope!-atheist,-please-pass-this-by.-you-may-be-offended!-/c/4TpyszWtIqg","*For several years, the Moscow Jewish Communist conspirators focused their attacks upon Germany, culminating in the Jews declaring war on Germany and trying to bomb the Germans off the face of the earth. See: http://www.goodnewsaboutgod.com/studies/political/jewsdeclarewar/jewsdeclarewar.htm*
 
 
 
 üòÇ",JewishCommunist_40,,,,,,Y,0.41,0.347,0.468,0.874,0,0,0,0,0,"1, 8",coder 2,coder 1,coder 3 ,Jews as cultural conspirators
Jewish Communist,1/13/23,,Anonymous,,Communities,https://communities.win/c/ConsumeProduct/p/16Zqmx8Wmf/i-guess-the-adl-finally-paid-off-operationtrust.lose/c/4Tpyt8l6hSz,"Agreed and yes, I've posted that meme at GreatAwakening often and had discussions about it.
 
 And yes, (((catsfive))) is a major problem.
 
 The reason that community is a good source for jew-pilling is because the Q posts are riddled with righteous antisemitism.
 
 I've done a lot of good work to open the Overton Window of that community:
 
 -------------------------
 
 **Q HATES THE JEW AS MUCH AS ANY EDUCATED PATRIOT, BUT HE CAN'T SAY SO DIRECTLY BECAUSE IT'S TOO SOON.**
 
 * [Q sent us to Voat - the most antisemitic platform so we too could become red-pilled about the Jew;](https://files.catbox.moe/jdj5q9.jpg)
 
 * [Q identified the (((enemy))) in post 3778 when he named the ""Big 5"" most powerful Democrat leaders;](https://files.catbox.moe/8qtzo8.jpg)
 
 * President Trump (Q+) and Q repeatedly claim the mainstream media are the enemy of the people. [Jews own our mainstream media](https://files.catbox.moe/qk25qd.jpg) and [Jews control our mainstream media.](https://files.catbox.moe/xsabsb.jpg) Q has made this claim 16 times;
 
 * [Q posted this image](https://i.imgur.com/EkutPos.jpg) in [post 998.](https://qmap.pub/read/998)
 
 * Q and President Trump made their hatred of the Jew known in their [Fake News Award ""winners"";](https://files.catbox.moe/o7gl0z.jpg)
 
 * [Q posts 940 compares Antifa's flag to the German Jewish Communist Party flag of 1933](https://files.catbox.moe/clpor1.jpg) - to redpill us about the original [Antifaschistische Aktion domestic terrorist group of 1930 which was created by the Jewish German Communist Party (KPD).](https://en.wikipedia.org/wiki/Antifaschistische_Aktion) Q wants us to research the [holocaust hoax](https://files.catbox.moe/nt1pgn.png) and the [Jew's declaration of holy war against the German people in 1933](https://www.wintersonnenwende.com/scriptorium/english/archives/articles/jdecwar.html) and [(((their))) attempt to enslave the German people with a failed coup against the legitimate Christian based government.](https://www.bitchute.com/video/hmuRKyeBc33m/) Q wants us to understand [our mainstream history books](https://files.catbox.moe/29iz01.jpg) are as fake as [our mainstream news networks.](https://files.catbox.moe/ye3hum.png)
 
 * Q post 1489 identified the enemy as Israel (FEAR IS REAL ~ ""Fear Israel"")
 
 * Q has identified Jews as the major players, including red-pilling us all about how many central banks the Jew owns (Q post 135 - 138);
 
 * Q post 1489 claimed that Israel has made several assassination attempts against President Trump;
 
 * Q will be ""Saving Israel for last"" - because they are at the top of the food chain.
 
 * Q tells us to ""follow the bloodlines"".
 
 * Q asked us who was funding Hitler the puppet?
 
 * Q draws our attention to the orgy island synagogue and asks about the design and color *(i.e. it's the Israeli flag / Jew prayer shawl);*
 
 * Q+ has repeatedly expressed his respect for General Patton - [a patriot who expressed hatred for the Jew.](https://files.catbox.moe/8jzb36.jpg)
 
 * [Judaism is an antichrist religion](https://files.catbox.moe/ki6d3u.jpg) which claims Jesus was a heretic *(Sanhedrin 90a)* and his teachings must be destroyed *(Shabbath 116a).* Q would NEVER tolerate this.
 
 * Judaism is a pedophile ideology which also claims it's nothing for Jews to rape infants *(Kethuboth 11b)* and adult Jews can rape children less than 9 years old *(Sanhedrin 111b)* and non-Jewish children have no human rights *(Baba Kamma 37b).* Q would NEVER tolerate such Jewish fucked-up child-harming filth.",JewishCommunist_41,https://media.communities.win/post/nYS2uPtC8vmL.png,,,,,Y,0.436,0.307,0.469,0.777,0,0,1,0,0,1,coder 2,coder 1,coder 3 ,
Jewish Communist,1/13/23,,Anonymous,,Telegram,https://t.me/AmalekInternationalV3/124,THE JEWISH COMMUNIST MENACE IS REAL (RedPillLed) The Holodomor The Secret Behind Communism Harvest Of Despair The Jewish Crucifixion Of Russia The Reason Hitler Hated The Jews Hitler Was Right ·õè ·õè ·õè ·õè ·õè ·õè ·õè ·õè ·õè ·õè ·õè ·õè ·õè @AmalekInternationalChat,JewishCommunist_42,,,,,,Y,0.268,0.604,0.466,0.906,0,0,0,0,0,1,coder 2,coder 1,coder 3 ,
Jewish Communist,1/14/23,,Anonymous,,Minds,https://www.minds.com/newsfeed/1460810030805684232,"The Holodomor, Jewish communist atrocities against innocent Russians",JewishCommunist_43,,,,,,Y,0.238,0.033,0.45,0.932,0,0,0,0,0,1,coder 2,coder 1,coder 3 ,
Jewish Communist,1/16/23,,Anonymous,,Minds,https://www.minds.com/newsfeed/1461760670461595667,Michael King Jr. aka MLK was an adulterous pervert and a communist. A jewish communist named Stanley Levison wrote all of his speeches. If King were alive today he would be rioting with BLM and pushing Critical Race Theory. He is basically George Floyd for boomers.@The_Nose,JewishCommunist_44,,,,,,N,0.347,0.276,0.579,0.933,0,0,1,0,0,,coder 2,coder 1,coder 3 ,
Jewish Communist,1/16/23,,Anonymous,,Patriots,"https://communities.win/c/TheDonald/p/16ZqreuW8f/the-reason-america-worked-so-well-until-now-was-the-core-contingency-of-120+-iq-autistic-white-men-over-caffeinated-and-pushing-everything-forward-hard,-making-sure-things-are-done-properly.-once-that-core-is-gone,-it-is-well-and-truly-fucked./c/4TpzCLeuQbv","Solzhenitsyn's 200 Years Together detail the Jewish-communist nexus before, during, and after the Bolshevik seizure of power in Russia: 5 of the 7 members of the first Politboro were Jews (Lenin, Bronstein-alias-Trotsky, Kamenev, Zinoviev, and Sverdlov), as were 80% of the top Reds who actively made the revolution. Jews were particularly prominent in the organs of State massacre and repression - 13 out of the 14 members of the death squad sent to murder the Czar and his family were Jews - and this pattern persisted well into the 1940's, despite Stalin's partial de-Jewing of the Party during the 1930's purges. The Terror Famine was run by Kaganovich, Stalin's left hand man, and NKVD chief Yagoda, both Jews. And the reason no quality full English translation and publication of 200 Years Together has ever occured should at this point be obvious: a certain Power-that-shall-not-be-named has prevented it.",JewishCommunist_45,https://media.patriots.win/post/KrETEwWTccW1.png,,,,,Y,0.37,0.112,0.446,0.519,0,0,0,0,0,1,coder 2,coder 1,coder 3 ,
Jewish Communist,1/17/23,,Anonymous,,4chan,https://boards.4chan.org/pol/thread/412521664#p412527748,">>412527562 The bolshevik jews completely wiped clean traditional Russian culture. Progress is not a means to itself, there are ways to progress a people without murdering them in the millions. Look at Hitler. He united both the Left and Right in Germany, produced stability, gave people work, increased all standards of living.Franco was the same for Spain. After crushing the Jewish communist pseudo ""Republic"" funded by the USSR, he got to work re-vitalizing Spain. He was very successful and did it without mass murdering millions of people. The ""culture"" taught by the Jewish communists was not Russian culture. You can see this reflected in Soviet ""art"", which is the soulless Jewish style prison architecture designed to trap you into their system. Socialist realism was 100% a jewish invention.",JewishCommunist_46,,,,,,Y,0.363,0.161,0.52,0.736,0,0,0,0,0,"1, 8",coder 2,coder 1,coder 3 ,Holocaust diminishment
Jewish Communist,1/18/23,,Anonymous,,4chan,https://boards.4chan.org/pol/thread/412709404#p412709404,">>412577102 To summarize the absolute basics:>Homosexual Jewish gangster Lewis Rosenstiel starts a boy-rape ring>This ring ensnares the FBI director J. Edgar Hoover (who dressed as a woman)>Joseph McCarthy was a blackmailed pedophile who served as a frontman for the Jewish-American mafia Syndicate's efforts to push out the competing Jewish communist syndicate>Homosexual Jew Roy Cohn succeeds Rosenstiel in running this ring>Archbishop Francis Spellman was a blackmailed homosexual who threatened to excommunicate Father Charles Coughlin at Roy Cohn's request>Roy Cohn becomes Trump's ""mentor"", assisting Trump in navigating the underworld of New York real estate>After Roy Cohn dies of AIDS, Jeffrey Epstein succeeds the girl-raping part of the operation>Ghislane Maxwell, daughter of legendary mossad agent Robert ""Hyman Binyamin Hoch"" Maxwell becomes chief procurer for the Epstein operation>Trump's first wife Ivana cruised schools with Ghislane looking to recruit little girls into sex slavery",JewishCommunist_47,http://i.4cdn.org/pol/ZioZio&#039;s Blackmail Adventure.png,,,,,Y,0.362,0.227,0.536,0.448,1,1,0,0,0,1,coder 2,coder 1,coder 3 ,
Jewish Communist,1/19/23,,Anonymous,,Mastodon,https://mastodon.online/@sofiav/109716096120122244,"@JeffS Vargas eventually sent troops to fight with the Allies. He also deported Olga Benario Prestes, a Jewish communist, to Nazi Germany while she was pregnant. He was an irredeemable fascist",JewishCommunist_48,,,,,,N,0.326,0.396,0.497,0.865,0,0,0,0,0,,coder 2,coder 1,coder 3 ,
Jewish Communist,1/19/23,,Anonymous,,4chan,https://boards.4chan.org/pol/thread/412802637#p412802637,"Should i join azov to defend ukraine from jewish communist red army ?i have 2 years military experience ( compulsory conscription) ofc i can shoot and reload, just press R right",JewishCommunist_49,http://i.4cdn.org/pol/FkhAWOgXkAEuS1l.jpg,,,,,Y,0.339,0.894,0.472,0.963,0,0,0,0,0,1,coder 2,coder 1,coder 3 ,
Jewish Communist,1/20/23,,Anonymous,,Patriots,"https://communities.win/c/TheDonald/p/16ZqwP0aea/antifa-shoots-a-cop-in-atlanta;-after-the-police-respond-and-kill-a-thug,-antifa-groups-call-for-a-‚Äúnight-of-rage‚Äù-and-violent-retaliation-against-the-police.¬†biden,-the-fbi-remain-silent/c/4TpzVmVrJ1c","Spot on with the KPD attempted communist coup in 1930s Germany, and a big reason why Germans chose Hitler instead of the KPD USSR/Jewish communist sock puppet candidate. That‚Äôs the reason Hitler created the Brown Shirts, to combat the KPDs ANTIFA terrorists. That‚Äôs the reason Hitler went hard in the paint against the foreign threat seeking to turn Germany into another USSR nation state, like so many other European countries of the time and to follow. I learned all this in college from a German national professor, who had no issue exposing the real truth behind the rise of the Nazi party, much to the protest of the retarded sacks of shit Marxist brain washed younger generation students. He would tell them they don‚Äôt know what they are talking about, and ask them if their mother and father were around Germany during this time in history, all matter of fact like. Lol ‚ÄúMaybe you‚Äôd like to get up here and teach real German history with all your Marxist, American education knowledge!? No? I dined not think so. The same people who lied to you tried to also lie to the German people.‚Äù
 
 
 
 Lol I loved that dude!",JewishCommunist_50,,,,,,Y,0.353,0.192,0.583,0.876,0,0,0,0,0,"1,6,8",coder 2,coder 1,coder 3 ,
Jewish Communist,1/20/23,,Anonymous,,Minds,https://www.minds.com/newsfeed/1463277888697536525,"Here Mike Adams, the ‚Äúhealth ranger,‚Äù states he will disassemble his AR pistol, and attach the stabilizing brace to a 16‚Äù or longer rifle barrel. This is due to a new Jewish/Communist/tyrannical rule imposed on us by the ATF‚Ä¶.I‚Äôve never really trusted him because he doesn‚Äôt ‚Äúname the Jew‚Äù at all. But now he and those he influences are being told to compromise with the devil. I like my weapons just as they are and don‚Äôt plan on modifying anything to get around this ATF stupidity",JewishCommunist_51,,,,,,Y,0.343,0.322,0.483,0.846,0,0,0,0,0,1,coder 2,coder 1,coder 3 ,
Jewish Communist,1/24/23,,Anonymous,,Minds,https://www.minds.com/newsfeed/1464739513434640401,*922The New World Order Is a Jehovian/Jewish/Communist Order (It‚Äôs Not ‚ÄòSatanic‚Äô)https://odysee.com/@morningstardrive:6/the-new-world-order-is-a-jehovian-jewish-order:a,JewishCommunist_52,https://thumbnails.odycdn.com/card/s:1280:720/quality:85/plain/https://thumbs.odycdn.com/d71edecff5e70a7d7480614528b34341.webp,,,,,Y,0.384,0.215,0.51,0.919,0,0,0,0,0,1,coder 2,coder 1,coder 3 ,
Jewish Communist,1/24/23,,Anonymous,,Minds,https://www.minds.com/newsfeed/1464746519675539457,*922REFERRING: The New World Order Is a Jehovian/Jewish/Communist Order (It‚Äôs Not ‚ÄòSatanic‚Äô),JewishCommunist_53,,,,,,Y,0.285,0.039,0.466,0.755,0,0,0,0,0,1,coder 2,coder 1,coder 3 ,
Jewish Communist,1/25/23,,Anonymous,,4chan,https://boards.4chan.org/pol/thread/413523765#p413527487,">>413524464 This. Most of you zoomer faggots don‚Äôt understand the 90s was the big shift. The USSR had collapsed so there wasn‚Äôt any ‚Äúenemy‚Äù any more to keep Jewish communist propaganda in check. ‚ÄúWhat are you so worried about communist indoctrination? The USSR isn‚Äôt a thing anymore!‚Äù. The subtle token white-acting Carleton-esque niggers being insterted into shows as a stalking horse. Getting white people used to seeing niggers everywhere and gaslighting them that ‚Äúthey‚Äôre just like us!‚Äù. I invite everyone to go (re)watch an older 90s tv series (Babylon 5 comes to mind immediately) and with your modern 20/20 hindsight you can physically SEE the poison seeds being inserted into scripts and messages. You can‚Äôt unsee it now but growing up, you wouldn‚Äôt even really bat an eye because there was no ideological ‚Äúimmune system‚Äù response developed for such subtleties yet. There are significant turning points in history that have delivered us into this Jewish godforsaken hellmouth we live in now. Waterloo. The Balfour Declaration. The federal reserve act. The defeat of the good guys in WWII. The Hart Cellar Act. The removal of the gold standard from the US dollar. The fall of the Soviet Union. 9/11. Obama election. Once it occurred slowly and almost imperceptibly. Now seemingly everyday a new form of unholy unspeakably filthy degeneracy is being invented, unleashed, and promoted upon the world. And all by the same people throughout history. The root of all evil. The servants of Satan. The eternal enemy of God and all that is good and just in this world. The Jew. The 90s and the Clintons were the worst thing to happen to average white america since Obama. Clinton reversed the ban on faggots in the military, inventing the ‚Äúdon‚Äôt ask, don‚Äôt tell‚Äù policy ‚Äî- letting them work their way into higher ranks. They also redirected all glownigger infiltration assets into white militia activity since anti-soviet ops ‚Äúweren‚Äôt necessary‚Äù.",JewishCommunist_54,http://i.4cdn.org/pol/020A8C84-47D0-4A6A-B925-4A34B61C3CE2.png,,,,,Y,0.722,0.257,0.455,0.885,1,0,1,0,0,"1, 8",coder 2,coder 1,coder 3 ,Jews as servants of Satan
Jewish Communist,1/25/23,,Anonymous,,Gab,https://media.gab.com/system/media_attachments/files/125/817/855/original/2298fb3bfb206202.jpg,"#JohnHagge #JohnHageeExposed CONTINUED!10- #RothschildsPaidHageeToPreachZionism After his #adultery!#Hagee also stole 1.2 MILLION DOLLARS!!!!The evil story, that Hagee&#39;s kept hidden! #Adultery #AdulteryInTheChurchüì∞üëâüëâüëâ https://www.reference.com/world-view/john-hagee-s-first-wife-621e7e804d28e87dYes, #JohnHagee&#39;s wife today, was his mistress (#DianeCastro, much younger that his wife), that he cheated on his 1st wife (#MarthDowning) with. Hagee Married 1st wife Marthy Downing, in 1960, &amp; divorced her in 1975 (she won full custody of both kids)!His 1st wife, Martha &amp; his Adulterous Mistress, Diane, were friends, in same church together! Hagee admitted affair, in letter to church.... Then divorced. No TRUE Church would have him.#Hagee then BOWED to Zionist Jews, who came, offering LOT$ Of $, as they do, to compromised men..... promising riches, fame &amp; a NEW START..... Hagee preaches twisting scripture, to benefit the #SynagogueOfSatan, for #Rothschild!Then, he married mistress (she looks JEWISH &amp; her last name, is CASTRO = Jewish Communist? ) and began spouting #Heresy of #ChristianZionism, #DualCovenantTheology, pushing #WW3 !!!#AdulteryCompromisesPastors #HageeStoleMillions #RothshildsComeAlongSideCompromisedPastors11- Hagee, in 2001, gave himself $ 1.2 million salary. Now, his personal wealth is estimated at $25 million; he draws an ADDITIONAL...(businesses), $25 million MORE per yr; profits more than a Goldman Sachs partner.üì∞üëâ https://americanfreepress.net/html/john_hagee_devil_221.html12- John Hagee = fraud, liar; preaches false #ProsperityGospelüì∫üëâ https://www.youtube.com/watch?v=miZqGEgGS9c13- Hagee&#39;s False Theologyüì∫üëâ https://www.youtube.com/watch?v=dvG26BQ9g1A14- Rabbi #JonathanCahnExposed #JonathanCahn = Judaizing Christians, like Hagee!https://www.facebook.com/watch/?v=55970456225989315- #PastorStevenAnderson&#39;s 2 min vid playlist; Exposing Zionismüì∫üëâ https://www.youtube.com/playlist?list=PLq9ZIV5UANZxS9yL5YxRtUdraUknl9bBp16- #JamesPerloff, &quot;Abomination &amp; Blasphemy of #ChristianZionism&quot;üì∞üëâ https://jamesperloff.com/2016/08/31/the-war-on-christianity-part-ii-the-abomination-and-blasphemy-of-christian-zionism/17- Who was #CyrusScofield?https://www.trunews.com/stream/the-truth-about-dr-cyrus-scofield18- #TexeMarrs, Exposes, #Scofield! http://www.jesus-is-savior.com/Wolves/scofield.htm19- ‚ÄúScofield‚Äôs Reference Bible‚Äù = #Rothschilds massive effort to trick Christians, into serving Zionist/NWO interests = #SynagogueOfSatan!üì∞üëâ https://www.veteranstoday.com/2020/10/17/christian-zionism-cyrus-scofield-was-a-rothschild-puppet/",JewishCommunist_55,https://media.gab.com/system/media_attachments/files/125/817/841/original/4fbd8e4609c61c1e.jpg,,,,,Y,0.305,0.214,0.458,0.944,0,0,0,0,0,1,coder 2,coder 1,coder 3 ,
Jewish Communist,1/25/23,,Anonymous,,4chan,https://boards.4chan.org/pol/thread/413536394#p413541468,">>413539685 >gook slavesFunniest of all is that they didn't know they were slaves until they were in America. It's probably why Wong Fei Hung was idealized as a folk hero and why (((they're))) trying to push the degenerate Ip Man to be venerated instead. I constantly ask myself why the mainlanders (the traitors who stayed behind and openly embraced jewish communist rule) are trying to erase the Canton, Hakka, Ughyr, etc. by forcing them to give up their traditions. Then I receive my answer when I look upon modern Hong Kong>HK riots of 2019",JewishCommunist_56,,,,,,Y,0.537,0.181,0.464,0.737,0,0,1,0,0,1,coder 2,coder 1,coder 3 ,Includes (((echo)))
Jewish Communist,1/26/23,,Anonymous,,Odysee,https://odysee.com/@Blackpilled:b/murderfantasy:6,"@WhyattMann:4 He is a jewish communist, straight up go look at his wiki",JewishCommunist_57,,,,,,Y,0.317,0.068,0.524,0.321,0,0,0,0,0,1,coder 2,coder 1,coder 3 ,
Jewish Communist,1/30/23,,Anonymous,,Incels,https://incels.is/threads/do-you-believe-the-moon-landing-happened.454107/,"""ilieknothing said: Do you think the jews staged this?""Click to expand...""What Jews?""Before making disparaging remarks about the Apollo program, bear in mind that the moon landings were the crowning achievement of Adolf Hitler's team of rocket scientists. A case can be made that they were the crowning achievement of the Third Reich: ""Wernher Von Braun, the father of the American Lunar Program: How A Nazi Scientist Almost Singlehandedly Built America‚Äôs Space Program Widely regarded as the ""father of the American lunar program,"" Wernher von Braun led the research on the Apollo spacecraft that took Neil Armstrong to the moon in 1969. ""allthatsinteresting.com ‚ÄãI bet that the Jews really love the moon landing doubters. The moon landing was probably the greatest accomplishment that Whites ever had. It's something to be proud of. But the moon landing deniers are taking that success away. They are saying the Whites couldn't do it. It seems so anti-White to do that.But it sure would make the Jews happy. We had always been in competition with the Jewish-controlled USSR for accomplishments in space. We had been at odds in general with them for decades during the Cold War. It could easily have been a Jewish communist who started the rumor that we had not landed on the moon. It would be only natural for an enemy to say something like that. Of course they would try to diminish anything that the White Americans did.I would say it was the Jews who came up with the story about us not landing on the moon. There's absolutely no one who would have a better reason to start a rumor like that. What's depressing is that so many White Americans side with this communist version of reality.",JewishCommunist_58,,,,,,Y,0.369,0.13,0.481,0.849,0,0,0,0,0,1,coder 2,coder 1,coder 3 ,
Jewish Communist,1/30/23,,Anonymous,,Incels,https://incels.is/threads/do-you-believe-the-moon-landing-happened.454107/,"""Draconian Times said: What Jews?""Before making disparaging remarks about the Apollo program, bear in mind that the moon landings were the crowning achievement of Adolf Hitler's team of rocket scientists. A case can be made that they were the crowning achievement of the Third Reich:""View attachment 701204 Wernher Von Braun, the father of the American Lunar Program:""View attachment 701211 ""How A Nazi Scientist Almost Singlehandedly Built America‚Äôs Space Program Widely regarded as the ""father of the American lunar program,"" Wernher von Braun led the research on the Apollo spacecraft that took Neil Armstrong to the moon in 1969. ""allthatsinteresting.com ‚ÄãI bet that the Jews really love the moon landing doubters. The moon landing was probably the greatest accomplishment that Whites ever had. It's something to be proud of. But the moon landing deniers are taking that success away. They are saying the Whites couldn't do it. It seems so anti-White to do that.""But it sure would make the Jews happy. We had always been in competition with the Jewish-controlled USSR for accomplishments in space. We had been at odds in general with them for decades during the Cold War. It could easily have been a Jewish communist who started the rumor that we had not landed on the moon. It would be only natural for an enemy to say something like that. Of course they would try to diminish anything that the White Americans did.""I would say it was the Jews who came up with the story about us not landing on the moon. There's absolutely no one who would have a better reason to start a rumor like that. What's depressing is that so many White Americans side with this communist version of reality. Click to expand...""I am aware of Von Braun but he was working for the Jews, he was the brains and the Jews controlled the purse strings. JFK and Nixon were both in the pocket of Jews, especially Nixon.",JewishCommunist_59,,,,,,Y,0.302,0.137,0.467,0.847,0,0,0,0,0,1,coder 2,coder 1,coder 3 ,
Jewish Communist,1/30/23,,Anonymous,,Bitchute,https://www.bitchute.com/video/4u33ApZeE9d1/,Ashkenazi Jewish Communist Combine Beast Mass Enslavement Agenda 2030.,JewishCommunist_60,,,,,,Y,0.224,0.124,0.449,0.745,0,0,0,0,0,1,coder 2,coder 1,coder 3 ,
Jew Down,1/24/2023,,Anonymous,,Bitchute,https://www.bitchute.com/video/ZVlaZ7q9uTYq/,"A Jew down voted your post. There is no such thing as the will of the people. It's the will of the Zionist Jewish cabal. There is no left vs right in the US, it's the Zionist Jewish state of Israel, Jewmerica. The US is finished, dug it's own grave, as did Europe, by letting these sociopathic desert people infest their nations and governments, and all other institutions.These sociopathic desert people have been at this for thousands of years, destroying nation after nation, now they are destroying entire continents.And WW2 was started by the Zionist Jewish cabal, not the socialist party and Hitler. Remember the people voted for the socialist party and Hitler, the reason was because the Zionist Jewish cabal had destroyed the country, just like they have been destroying nations for thousands of years. The gullible mindless dumbed down masses will never wake up from their comatose state of mind.Here is a an excerpt from Hitler himself ""who called them, the Jews, great people and was wondering and perplexed why all the anti semitism, which was rife a long time before anyone knew of Adolf Hitler"".The script sounds familiar, doesn't it. They have been at this for thousands of years, destroying nation after nation. Now they are destroying entire continents. It's the Zionist Jewish cabal.No one was listening then. And no one is listening now, as history repeats.https://odysee.com/@odyseeofpaul:e/How-Hitler-Became-An-Anti-Semite...In-His-Own-Words:6 [showÂ more]",Jew Down_01,,,4,0,NA,Y,0.388,0.183,0.505,0.981,0,0,0,0,1,1,coder 1,coder 2,coder 3 ,"""Zionist Jewish cabal"""
Jew Down,1/27/2023,,Anonymous,,Odysee,https://odysee.com/@JFGTonight:0/jfgt756:d,@Sinus:40 So throw the Jew down the well and be done with it.,Jew Down_02,,,0,0,NA,Y,0.274,0.42,0.438,0.95,0,0,0,0,0,1,coder 1,coder 2,coder 3 ,Trope unclear
Jew Down,12/26/2022,,Anonymous,,Patriots,https://communities.win/c/TheDonald/p/16ZqKqG4p7/israel-has-access-to-nearly-all-new-intel-chips.-it-comes-with-a-linux-backdoor.--/c/4ToiWKUXqrr,throw the jew down the well,Jew Down_03,,,6,0,NA,Y,0.557,0.549,0.541,0.937,0,0,1,0,0,1,coder 1,coder 2,coder 3 ,throw the jew down the well - Seems like a reference from the Movie: Borat
Jew Down,12/03/22,,Anonymous,,4chan,https://boards.4chan.org/pol/thread/406876557#p406878876,>>406876557 So THATS why you throw the Jew down the well so your country can be free!,,,,,,,Y,0.302,0.316,0.485,0.976,0,0,1,0,0,1,coder 1,coder 2,coder 3 ,throw the jew down the well - Seems like a reference from the Movie: Borat
Jew Down,12/06/22,,Anonymous,,4chan,https://boards.4chan.org/pol/thread/407254484#p407263586,>>407254839 Throw the Jew down the well was funny,,,,,,,Y,0.253,0.405,0.471,0.104,0,0,1,0,0,,coder 1,coder 2,coder 3 ,throw the jew down the well - Seems like a reference from the Movie: Borat
Jew Down,12/28/2022,,Anonymous,,4chan,https://boards.4chan.org/pol/thread/409953283#p409953958,>>409953283 throw the jew down the well,,,,,,,Y,0.55,0.544,0.546,0.945,0,0,1,0,0,,coder 1,coder 2,coder 3 ,throw the jew down the well - Seems like a reference from the Movie: Borat
Jew Down,12/31/2022,,Anonymous,,4chan,https://boards.4chan.org/pol/thread/410306494#p410309865,>>410306494 >Stop being worked up about it tooI'm trying bro.>chased a jew down the street today calling him a pedophile rat.,,,,,,,Y,0.515,0.26,0.535,0.981,0,0,1,0,0,1,coder 1,coder 2,coder 3 ,"""Pedophile rat"" - Means Jews are sexual predators who prey on the children"
Jew Down,01/10/23,,Anonymous,,4chan,https://boards.4chan.org/pol/thread/411635998#p411638576,"another biased, one-sided Jew down",,,http://i.4cdn.org/pol/Harvey-Weinstein.jpg,,,,Y,0.212,0.036,0.536,0.984,0,0,1,0,0,1,coder 1,coder 2,coder 3 ,
